College,Branch,Category,ClosingRank,Percentile,CollegeShort
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GNT2H,110185,60.0946372,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GNT3O,62947,79.5020906,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GOBCH,80656,72.8176141,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GOBCO,62258,79.6544036,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GOPENH,77310,74.0135531,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GOPENO,34373,89.2055592,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GSCH,119072,55.0306337,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GSCH,72769,75.7495802,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GSCO,51614,83.4862385,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GSEBCH,155448,30.8111882,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GSEBCO,54448,82.4751693,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,GSTO,174693,10.6883017,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LNT2O,74251,75.2371115,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LOBCH,149829,35.0155913,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LOBCO,19972,93.8493203,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LOPENH,34501,89.1589414,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LOPENO,14014,95.6863292,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LSCH,85618,70.790493,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LSCO,53412,82.7267234,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LSEBCH,71741,76.1532049,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LSTO,169112,17.2519509,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,LVJH,125510,51.2201924,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,PWDOPENH,106246,61.3954353,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GNT1H,99223,62.7216425,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GNT2O,150897,29.6395567,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GOBCH,117021,52.814879,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GOBCO,113059,54.7526673,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GOPENH,95221,63.7045846,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GOPENO,88107,67.5881106,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GSCH,158501,23.9454765,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GSCO,175877,5.2422847,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,GSEBCH,177833,2.7203264,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,LOBCH,135654,41.0394031,Loknete Shamrao Peje Government College of Engineering
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,LOPENO,95109,63.7045846,Loknete Shamrao Peje Government College of Engineering
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,GOBCH,139952,38.5392182,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,GOPENH,130894,44.3676458,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,GSCH,163224,19.1157452,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,GSTH,149076,31.3198919,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,LOBCH,131157,43.9565943,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,LOPENH,118292,52.0276576,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,LSCH,162549,19.4065824,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",CSE,LVJH,173804,7.8389114,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Electronics and Communication Engineering,GOBCH,172549,9.5359294,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Electronics and Communication Engineering,GOPENH,166557,15.9803473,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Electronics and Communication Engineering,GSCH,175776,5.5566668,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Electronics and Communication Engineering,LOBCH,166481,15.9989858,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Electronics and Communication Engineering,LOPENH,94518,64.4664266,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Electronics and Communication Engineering,LSCH,168000,14.1948203,M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GNT2O,107024,57.9919409,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GNT3H,89744,66.4751458,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GOBCH,106981,57.9919409,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GOBCO,120110,50.9307179,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GOPENH,68944,75.3591206,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GOPENO,94466,64.6500162,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GSCH,95078,63.7045846,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GSCO,116742,52.9935209,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GSEBCH,133849,42.2216419,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GSEBCO,113529,54.3920183,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,GVJO,95041,63.7045846,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,LOBCH,74354,73.4250332,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,LOPENH,50054,82.7099252,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,LOPENO,80782,70.5215521,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Automation and Robotics,LSCH,87967,67.5881106,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GNT3H,156382,25.5139718,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GOBCH,89083,67.0458361,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GOBCO,60039,79.0646435,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GOPENH,45195,84.5114907,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GOPENO,54822,81.0378274,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GSCH,94128,64.9513096,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GSCO,110684,56.5649954,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GSEBCH,109490,57.1543272,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GSEBCO,143855,35.3791065,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,GVJO,95069,63.7045846,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,LOBCH,42943,85.3422371,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,LOPENH,35360,88.0525374,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,LOPENO,42999,85.3422371,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GNT2O,117161,52.5184688,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GNT3H,172665,9.4599659,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GOBCH,80056,70.889365,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GOBCO,101294,60.6237408,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GOPENH,63904,77.7152332,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GOPENO,89588,66.8404462,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GSCH,115857,53.7424491,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,GSCO,126449,47.4207012,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LNT2H,121827,50.0353239,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LOBCH,78130,71.716606,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LOBCO,100436,61.3261708,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LOPENH,58286,79.6526596,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LOPENO,84124,69.2652564,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LSCH,142264,36.6283954,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical,LSEBCO,92282,65.5460439,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GNT2H,114212,54.1800379,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GOBCH,125778,47.4576949,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GOBCO,169156,13.2387508,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GOPENH,92397,65.4406319,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GOPENO,105028,59.8892661,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GSCH,128778,45.5784574,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GSCO,141717,36.9291471,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,GSTO,117832,52.0861037,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,LNT3H,145846,34.1954023,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,LOPENH,123193,48.8696809,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,LOPENO,105372,59.3445914,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil,LSTH,149711,30.954192,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,DEFOBCS,141079,37.6014199,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,DEFOPENS,56106,80.5896708,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,DEFRSEBC,105120,59.8892661,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,EWS,89972,66.4751458,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GNT1H,48706,83.1983982,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GNT2H,51629,82.1493863,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GNT2O,58356,79.6526596,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GNT3H,48231,83.5013309,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GOBCH,41996,85.5052176,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GOBCO,53003,81.7098306,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GOPENH,36060,87.8152279,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GOPENO,42579,85.4082122,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GSCH,48322,83.4700421,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GSCO,64461,77.2074577,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GSEBCH,58225,79.7465759,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GSEBCO,48945,83.032746,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GSTH,172913,8.946165,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GVJH,79670,71.1376941,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,GVJO,73910,73.5848302,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LNT1H,64479,77.2074577,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LNT1O,152330,28.7003692,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LNT3O,71739,74.3785526,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LOBCH,40200,86.1969983,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LOBCO,44590,84.6087386,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LOPENH,36624,87.5036363,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LOPENO,33918,88.553941,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LSCH,57515,80.003358,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LSCO,53205,81.658825,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LSEBCH,51566,82.1766955,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LSEBCO,46020,84.2430574,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LSTH,168380,13.7020033,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,LVJH,148396,31.6884901,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,TFWS,31119,89.4789625,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GNT1H,59485,79.1872032,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOBCH,47749,83.5806009,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOBCO,66548,76.4789025,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENH,39696,86.450638,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GOPENO,56335,80.5358903,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSCH,60399,78.956117,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSCO,60518,78.9173428,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSEBCH,66210,76.5963466,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),GSEBCO,62666,77.8466015,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LNT2H,82950,69.7639628,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LNT3H,98864,62.7875345,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOBCH,50083,82.7099252,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOBCO,55989,80.5896708,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENH,40131,86.2190813,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENO,51977,82.0158422,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSCH,44232,84.8060392,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSCO,94765,63.9612515,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSEBCH,82767,69.7639628,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LVJH,124638,48.0648514,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GNT1H,72512,74.1162962,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GNT2H,55099,80.9741447,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GNT3H,72212,74.2767378,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GOBCH,48238,83.5013309,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GOBCO,69910,75.1972801,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GOPENH,41877,85.5352459,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GOPENO,56859,80.2743712,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GSCH,65333,76.7997668,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GSCO,61815,78.2152555,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GSEBCH,79350,71.3988776,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),GVJH,124682,48.0648514,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LNT2O,159732,22.2282247,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LOBCH,42603,85.3822102,M.G.M.'s College of Engineering and Technology
